spelling,pp_mean,pp_min,pp_freq_mean,pp_freq_min
incentive,0.885053052,0.463788301,0.883805512,0.465679338
incest,0.994272623,0.965635739,0.994924079,0.969544473
inch,1,1,1,1
inches,0.924942158,0.618955513,0.923284732,0.612856026
inchworm,0.994133772,0.958333333,0.993677489,0.954876989
incident,0.965400499,0.828467153,0.963251105,0.819266942
incidentally,0.922692724,0.536211699,0.921412041,0.534320662
incidents,0.969244888,0.828467153,0.967334315,0.819266942
incision,0.784367904,0.173366834,0.784826049,0.179955561
inclination,0.892445154,0.357501795,0.893200628,0.363306678
inclined,0.829717287,0.527725857,0.831517983,0.534320662
include,0.91395326,0.405365127,0.917038837,0.425509855
included,0.811638535,0.426199262,0.807083368,0.416936063
includes,0.816118799,0.381044487,0.815991099,0.387143974
including,0.99829932,0.984693878,0.997800331,0.980202975
income,0.878175623,0.356957649,0.884019048,0.372769637
incoming,1,1,1,1
incomparable,0.940402527,0.586979167,0.936365069,0.574030007
incompetence,0.857313651,0.15098242,0.854139042,0.15959768
incompetent,0.946510344,0.643042351,0.94481942,0.627230363
incomplete,0.894076301,0.360465116,0.896537804,0.401513305
incomprehensible,0.843900693,0.385416667,0.83781633,0.401637043
inconceivable,0.873480808,0.586979167,0.867565263,0.574030007
inconclusive,0.949497787,0.583333333,0.947390077,0.5649785
inconsiderate,0.868152078,0.385416667,0.869615051,0.401637043
inconsistent,0.977108384,0.826633166,0.976259763,0.820044439
inconvenience,0.789916324,0.235294118,0.790421758,0.248579711
inconvenient,0.838746987,0.231362468,0.836676021,0.225816886
incorporated,0.870170509,0.426199262,0.867706288,0.416936063
incorrect,0.993867314,0.970212766,0.994835308,0.972259986
increase,0.788848904,0.221311475,0.794588451,0.253323767
increased,0.82123524,0.527725857,0.82107896,0.534759267
increases,0.817252784,0.446728972,0.813160976,0.433705325
increasing,0.94003756,0.726890756,0.938726992,0.720614111
increasingly,0.867866718,0.494505495,0.864282535,0.480982383
incredible,0.899970181,0.536211699,0.899674461,0.534320662
incredibly,0.993596059,0.935960591,0.993230945,0.932309446
incriminating,0.937161792,0.540605096,0.936522546,0.538099771
incubator,1,1,1,1
incurable,0.920536702,0.586979167,0.915153425,0.574030007
indebted,0.711620927,0.426199262,0.710461424,0.416936063
indecent,0.983573877,0.935960591,0.982492848,0.932309446
indeed,0.90067051,0.472274143,0.898809344,0.465240733
indefinitely,0.884841134,0.285714286,0.884635339,0.290001938
independence,0.88500097,0.15098242,0.882515043,0.15959768
independent,0.959484781,0.777777778,0.95662321,0.759531781
independently,0.950707038,0.777777778,0.947035497,0.759531781
indestructible,0.882451953,0.465,0.881512351,0.457797173
index,0.999157665,0.997647059,0.999061177,0.997360437
india,0.967275312,0.838235294,0.966600971,0.835059409
indian,0.97527715,0.901140684,0.975236848,0.89664336
indiana,0.978808986,0.901140684,0.978774441,0.89664336
indians,0.978808986,0.901140684,0.978774441,0.89664336
indicate,0.920020506,0.413020833,0.921855454,0.425969993
indicated,0.831510426,0.426199262,0.828239139,0.416936063
indicates,0.835492883,0.381044487,0.836157122,0.387143974
indicating,0.918124456,0.540605096,0.917273854,0.538099771
indication,0.881503796,0.357501795,0.882315235,0.363306678
indications,0.892059695,0.357501795,0.892688208,0.363306678
indicator,0.999793474,0.998141264,0.999771716,0.997945447
indict,0.670060581,0.011111111,0.668943071,0.00785649
indicted,0.556341637,0.007211538,0.553967623,0.007329535
indictment,0.801604799,0.007211538,0.801524352,0.007329535
indifference,0.838175209,0.201257862,0.836660775,0.208142661
indifferent,0.886149441,0.285714286,0.886693338,0.290001938
indigenous,0.921962094,0.536211699,0.920705279,0.534320662
indigestion,0.809966727,0.357501795,0.809913096,0.363306678
indiscretion,0.798136676,0.357501795,0.803773067,0.363306678
indisposed,0.873968906,0.527725857,0.874059168,0.534759267
indistinct,0.911740668,0.540605096,0.911444119,0.538099771
individual,0.992274878,0.939759036,0.990389022,0.928758806
individuality,0.994057599,0.939759036,0.99260694,0.928758806
individually,0.993008075,0.939759036,0.99143742,0.928758806
individuals,0.992977162,0.939759036,0.991262747,0.928758806
indoor,0.993424339,0.982378855,0.993696607,0.983436878
indoors,0.99222367,0.982378855,0.992496501,0.983436878
induce,0.898984512,0.405365127,0.902445147,0.425509855
induced,0.813135684,0.527725857,0.812517033,0.534759267
induct,0.99559435,0.988888889,0.996598817,0.99214351
indulge,0.914450493,0.405365127,0.917259391,0.425509855
indulgence,0.796927763,0.15098242,0.797576996,0.15959768
industrial,0.973086366,0.901140684,0.971973397,0.89664336
industries,0.928443012,0.618955513,0.928099981,0.612856026
industry,0.987104634,0.942664418,0.986745083,0.941239154
indy,0.998947081,0.997647059,0.998826471,0.997360437
inept,0.987042842,0.965517241,0.985411519,0.961145884
inevitable,0.915763302,0.586979167,0.910101773,0.574030007
inevitably,0.98728027,0.935960591,0.98646369,0.932309446
inexcusable,0.923421183,0.586979167,0.918274339,0.574030007
inexperienced,0.771167142,0.117647059,0.769721373,0.105560797
infamous,0.996372783,0.987341772,0.995598578,0.98477624
infant,1,1,1,1
infantry,1,1,1,1
infants,1,1,1,1
infatuation,0.885591293,0.357501795,0.884650152,0.363306678
infect,0.996296296,0.988888889,0.99738117,0.99214351
infected,0.824288131,0.426199262,0.819589993,0.416936063
infection,0.872776229,0.459394904,0.872832867,0.461900229
infections,0.885260475,0.459394904,0.885191374,0.461900229
infectious,0.882596833,0.459394904,0.882028443,0.461900229
inferior,0.984100337,0.935960591,0.983079613,0.932309446
inferiority,0.988147089,0.935960591,0.987418879,0.932309446
infernal,0.984100337,0.935960591,0.983079613,0.932309446
inferno,0.981828957,0.935960591,0.980662415,0.932309446
infest,0.994272623,0.965635739,0.994924079,0.969544473
infested,0.841935343,0.426199262,0.839142628,0.416936063
infidel,1,1,1,1
infidelity,0.925049741,0.536211699,0.924431872,0.534320662
infiltrate,0.936202278,0.413020833,0.937689818,0.425969993
infiltrated,0.86231387,0.426199262,0.859655164,0.416936063
infiltration,0.901408058,0.357501795,0.902100576,0.363306678
infinite,0.928247697,0.463788301,0.928462441,0.465679338
infinitely,0.874950259,0.285714286,0.875568128,0.290001938
infinity,1,1,1,1
infirmary,1,1,1,1
inflation,0.868544078,0.357501795,0.869467434,0.363306678
inflict,0.996825397,0.988888889,0.997755289,0.99214351
inflicted,0.824086487,0.426199262,0.822133265,0.416936063
influence,0.89774407,0.15098242,0.89841803,0.15959768
influenced,0.888650477,0.527725857,0.889053497,0.534759267
influences,0.940393368,0.618955513,0.938556779,0.612856026
influential,0.826155773,0.29787234,0.824095448,0.252053646
info,1,1,1,1
inform,0.999469214,0.996815287,0.999495128,0.996970765
informal,0.999601911,0.996815287,0.999621346,0.996970765
informant,0.999646143,0.996815287,0.999663418,0.996970765
informants,0.999681529,0.996815287,0.999697077,0.996970765
information,0.892155635,0.357501795,0.892925243,0.363306678
informed,0.843071118,0.527725857,0.843131696,0.534759267
informer,0.99948476,0.996815287,0.999526778,0.996970765
informing,0.999646143,0.996815287,0.999663418,0.996970765
informs,0.999545041,0.996815287,0.999567252,0.996970765
infrared,0.767022048,0.076923077,0.765874263,0.087723363
infrastructure,0.92161157,0.405365127,0.926211794,0.425509855
infuser,0.999866113,0.999062793,0.999891923,0.999243461
ingenious,0.846477351,0.505494505,0.848366189,0.519017617
ingenuity,0.736422083,0.348484848,0.736024397,0.342630098
ingredient,0.755553882,0.210526316,0.753584898,0.164733969
ingredients,0.777776256,0.210526316,0.775986271,0.164733969
inhabitants,0.995802239,0.96875,0.996317716,0.970892485
inhabited,0.820945526,0.426199262,0.819554704,0.416936063
inhale,0.774844405,0.277777778,0.784044387,0.315819462
inhaler,0.993269631,0.96875,0.994105477,0.970892485
inherit,0.985026683,0.935960591,0.985187258,0.932309446
inheritance,0.935303014,0.413020833,0.936635403,0.425969993
inherited,0.815488411,0.426199262,0.813299932,0.416936063
inhibitions,0.881812005,0.357501795,0.883666993,0.363306678
inhibitor,0.987268519,0.916666667,0.988745786,0.927819588
inhuman,0.993337912,0.96875,0.99380512,0.970892485
initial,0.836268653,0.357501795,0.84009812,0.363306678
initially,0.764173642,0.098859316,0.764017393,0.10335664
initials,0.856735072,0.357501795,0.860085855,0.363306678
initiate,0.83620445,0.37037037,0.835642107,0.392114053
initiated,0.772815444,0.426199262,0.767279644,0.416936063
initiating,0.798864695,0.261904762,0.794464522,0.236515444
initiation,0.762244035,0.261904762,0.759505903,0.236515444
initiative,0.697688943,0.098859316,0.697241042,0.10335664
inject,0.996296296,0.988888889,0.99738117,0.99214351
injected,0.824288131,0.426199262,0.819589993,0.416936063
injecting,0.874577361,0.465,0.872578257,0.457797173
injection,0.872776229,0.459394904,0.872832867,0.461900229
injections,0.885260475,0.459394904,0.885191374,0.461900229
injunction,0.89155167,0.459394904,0.891345907,0.461900229
injure,0.82545888,0.405365127,0.834701428,0.425509855
injured,0.74850629,0.405365127,0.750880045,0.425509855
injuries,0.915115797,0.618955513,0.913704913,0.612856026
injury,0.988888889,0.933333333,0.987100027,0.922600164
injustice,0.886866358,0.463788301,0.885255329,0.465679338
ink,1,1,1,1
inland,1,1,1,1
inmate,0.893670463,0.413020833,0.896149697,0.425969993
inmates,0.788756383,0.381044487,0.789638379,0.387143974
inn,1,1,1,1
inner,0.985611375,0.964497041,0.989599313,0.974376551
inning,0.98816568,0.964497041,0.99145885,0.974376551
innings,0.849002728,0.494505495,0.847553373,0.480982383
innit,0.983894055,0.964497041,0.988372396,0.974376551
innocence,0.87681743,0.360465116,0.881891162,0.401513305
innocent,0.99112426,0.964497041,0.993594138,0.974376551
innocents,0.992110454,0.964497041,0.9943059,0.974376551
innovative,0.902166885,0.463788301,0.90383658,0.465679338
innuendo,0.894826917,0.29787234,0.89105276,0.252053646
input,0.988564622,0.956521739,0.990014,0.963033335
inquest,0.914869127,0.666666667,0.917427671,0.682554678
inquire,0.861065147,0.428571429,0.884915546,0.44204316
inquiries,0.856157104,0.618955513,0.851901895,0.611082393
inquiring,0.924202322,0.632,0.920008657,0.611082393
inquiry,0.902545842,0.632,0.897153987,0.611082393
inquisitive,0.818062387,0.463788301,0.810468217,0.465679338
insane,0.896275513,0.413020833,0.8991016,0.425969993
insanely,0.841380254,0.318021201,0.843537987,0.3223339
insanity,1,1,1,1
insatiable,0.777320419,0.067114094,0.77624288,0.063281041
inscription,0.861937252,0.357501795,0.865277958,0.363306678
insect,0.996296296,0.988888889,0.99738117,0.99214351
insects,0.99896978,0.992788462,0.998952924,0.992670465
insecure,0.820747689,0.405365127,0.831665875,0.425509855
insecurity,0.954656156,0.836879433,0.95677186,0.851241082
insensitive,0.865363763,0.463788301,0.863173469,0.465679338
inseparable,0.923421183,0.586979167,0.918274339,0.574030007
insert,1,1,1,1
inserted,0.825982994,0.426199262,0.821122619,0.416936063
inside,0.898885603,0.583333333,0.894973218,0.5649785
insides,0.73519505,0.381044487,0.739302876,0.387143974
insidious,0.945466674,0.726890756,0.942850016,0.720614111
insight,0.975233309,0.826633166,0.974292063,0.820044439
insightful,0.982663317,0.826633166,0.982004444,0.820044439
insights,0.978329146,0.826633166,0.977505555,0.820044439
insignia,0.832596989,0.632653061,0.832821315,0.641762029
insignificant,0.909426202,0.632653061,0.909808547,0.641762029
insinuate,0.873515527,0.419354839,0.874092007,0.446482512
insinuating,0.878294068,0.540605096,0.874672401,0.538099771
insist,0.970602003,0.826633166,0.969606184,0.820044439
insisted,0.828269415,0.426199262,0.825109502,0.416936063
insistent,0.969742435,0.826633166,0.968744358,0.820044439
insisting,0.885346756,0.540605096,0.883583685,0.538099771
insists,0.969288214,0.826633166,0.968208581,0.820044439
insolence,0.884706976,0.360465116,0.887585262,0.401513305
insolent,1,1,1,1
insomnia,0.90835084,0.666666667,0.901117831,0.631222685
inspect,0.996825397,0.988888889,0.997755289,0.99214351
inspection,0.885498606,0.459394904,0.885549581,0.461900229
inspector,0.98387733,0.935960591,0.983037648,0.932309446
inspectors,0.983673092,0.935960591,0.982960546,0.932309446
inspiration,0.892445154,0.357501795,0.893200628,0.363306678
inspirational,0.908808876,0.357501795,0.909355757,0.363306678
inspire,0.836994655,0.450292398,0.838711129,0.453528662
inspired,0.842451654,0.527725857,0.84869113,0.534320662
inspires,0.794344523,0.381044487,0.795350173,0.387143974
inspiring,1,1,1,1
instability,0.991004432,0.942664418,0.990786798,0.941239154
install,0.985864107,0.942664418,0.985522112,0.941239154
installation,0.892607797,0.357501795,0.893101709,0.363306678
installed,0.832920153,0.487179487,0.83793008,0.534759267
installing,0.989439687,0.942664418,0.989201361,0.941239154
instance,0.910583914,0.413020833,0.912305286,0.425969993
instant,0.985864107,0.942664418,0.985522112,0.941239154
instantly,0.989005417,0.942664418,0.98873942,0.941239154
instead,0.952059869,0.910891089,0.952053759,0.914301921
instinct,0.889908176,0.540605096,0.889561968,0.538099771
instinctively,0.796059899,0.285714286,0.79525828,0.290001938
instincts,0.903808455,0.540605096,0.902764354,0.538099771
institute,0.835334067,0.405365127,0.836520489,0.425509855
instituted,0.763459591,0.426199262,0.758887566,0.416936063
institution,0.814398576,0.357501795,0.814310512,0.363306678
institutionalized,0.799631842,0.357501795,0.800351614,0.363306678
institutions,0.829666918,0.357501795,0.829486131,0.363306678
instruct,0.984853316,0.942664418,0.985367725,0.941239154
instructed,0.83762503,0.426199262,0.833802365,0.416936063
instruction,0.898475647,0.459394904,0.899046699,0.461900229
instructions,0.906737567,0.459394904,0.907160969,0.461900229
instructor,0.988314203,0.942664418,0.988135671,0.941239154
instrument,0.990104875,0.942664418,0.989865478,0.941239154
instrumental,0.951344847,0.594634873,0.949302312,0.574490145
instruments,0.991004432,0.942664418,0.990786798,0.941239154
insubordination,0.919893724,0.357501795,0.92015871,0.363306678
insufferable,0.899993312,0.586979167,0.894112816,0.574030007
insufficient,0.925086867,0.576923077,0.922288493,0.577073929
insulation,0.88168967,0.357501795,0.882520691,0.363306678
insulin,1,1,1,1
insult,1,1,1,1
insulted,0.811638535,0.426199262,0.807083368,0.416936063
insulting,0.9092337,0.540605096,0.908310344,0.538099771
insults,1,1,1,1
insurance,0.931513618,0.413020833,0.933309723,0.425969993
insure,0.836569991,0.405365127,0.8476014,0.425509855
insured,0.776663778,0.314285714,0.775627396,0.320142359
intact,0.996296296,0.988888889,0.99738117,0.99214351
intake,0.892796338,0.413020833,0.896480319,0.425969993
integrated,0.835825527,0.426199262,0.832084371,0.416936063
integrity,0.985866966,0.935960591,0.984959656,0.932309446
intel,1,1,1,1
intellect,0.982658732,0.935960591,0.982475861,0.932309446
intellectual,0.946327137,0.742138365,0.942189233,0.732424055
intellectually,0.953519554,0.742138365,0.949973544,0.732424055
intellectuals,0.950455819,0.742138365,0.946636215,0.732424055
intelligence,0.908889365,0.536211699,0.910159799,0.534320662
intelligent,0.987831892,0.935960591,0.987090521,0.932309446
intend,1,1,1,1
intended,0.826000012,0.426199262,0.821165488,0.416936063
intends,0.999734466,0.998141264,0.999706492,0.997945447
intense,0.861250865,0.138888889,0.860302278,0.134507739
intensely,0.79518682,0.138888889,0.791952813,0.134507739
intensity,0.936258513,0.726890756,0.933921717,0.720614111
intensive,0.918795273,0.583333333,0.915211098,0.5649785
intent,1,1,1,1
intention,0.854411044,0.357501795,0.85442709,0.363306678
intentional,0.88066528,0.357501795,0.88056925,0.363306678
intentionally,0.898512784,0.357501795,0.898432352,0.363306678
intentions,0.868731808,0.357501795,0.868626175,0.363306678
interact,0.981322559,0.935960591,0.98111549,0.932309446
interaction,0.895907824,0.459394904,0.895954164,0.461900229
intercept,0.978668545,0.935960591,0.976854944,0.932309446
intercepted,0.859262142,0.426199262,0.854926298,0.416936063
intercom,0.984100337,0.935960591,0.983079613,0.932309446
intercourse,0.894435372,0.482993197,0.889587359,0.460412023
interest,0.76160413,0.063157895,0.763113446,0.067672542
interested,0.679591248,0.064039409,0.679488493,0.067690554
interesting,0.739807087,0.064039409,0.74056928,0.067690554
interests,0.787286849,0.063157895,0.788086525,0.067672542
interface,0.917380584,0.413020833,0.918269378,0.425969993
interfere,0.825405589,0.15098242,0.83147287,0.15959768
interfered,0.818924724,0.098765432,0.816137614,0.094373327
interference,0.893572427,0.201257862,0.891659158,0.208142661
interferes,0.869890248,0.381044487,0.867704559,0.387143974
interfering,0.960250541,0.777777778,0.957476686,0.759531781
interior,0.984100337,0.935960591,0.983079613,0.932309446
intermission,0.846153674,0.392857143,0.845233486,0.39184197
intern,1,1,1,1
internal,0.984100337,0.935960591,0.983079613,0.932309446
internally,0.986615081,0.935960591,0.985799573,0.932309446
international,0.899024468,0.357501795,0.898943212,0.363306678
internet,0.960453168,0.904347826,0.965441732,0.929000515
interns,1,1,1,1
internship,0.96180221,0.90625,0.961577538,0.908815016
interpret,0.96484726,0.904347826,0.969281539,0.929000515
interpretation,0.876316115,0.357501795,0.874602509,0.363306678
interpreted,0.85000021,0.426199262,0.845582273,0.416936063
interpreter,0.950053791,0.742138365,0.947133789,0.732424055
interrogate,0.927248473,0.413020833,0.927961671,0.425969993
interrogated,0.860263583,0.426199262,0.857240583,0.416936063
interrogating,0.924677979,0.540605096,0.923497945,0.538099771
interrogation,0.89650824,0.357501795,0.8966067,0.363306678
interrupt,0.97204916,0.935960591,0.970690497,0.932309446
interrupted,0.845180974,0.426199262,0.841417523,0.416936063
interrupting,0.915582145,0.540605096,0.914476576,0.538099771
